id,algoritmo,h_inicial,profundidade,nos_expandidos,tempo_ms,resolvido,limite
1,A*,43,-,500001,2573.86,nao,sim
2,A*,43,-,500001,2089.48,nao,sim
3,A*,41,-,500001,2208.86,nao,sim
4,A*,42,-,500001,2621.58,nao,sim
5,A*,44,-,500001,1893.15,nao,sim
6,A*,40,-,500001,2545.76,nao,sim
7,A*,30,-,500001,2720.03,nao,sim
8,A*,36,-,500001,3752.33,nao,sim
9,A*,36,46,98889,229.23,sim,nao
10,A*,45,-,500001,2143.27,nao,sim
11,A*,45,-,500001,3135.60,nao,sim
12,A*,35,45,54217,296.52,sim,nao
13,A*,38,46,314006,2423.41,sim,nao
14,A*,43,-,500001,6960.11,nao,sim
15,A*,46,-,500001,2571.34,nao,sim
16,A*,26,42,325107,1952.36,sim,nao
17,A*,46,-,500001,2552.61,nao,sim
18,A*,43,-,500001,2227.07,nao,sim
19,A*,38,46,229907,981.97,sim,nao
20,A*,36,-,500001,4373.17,nao,sim
21,A*,36,-,500001,2018.84,nao,sim
22,A*,45,-,500001,2951.16,nao,sim
23,A*,37,49,413194,2096.89,sim,nao
24,A*,40,-,500001,2942.23,nao,sim
25,A*,36,-,500001,5748.53,nao,sim
26,A*,44,-,500001,3364.26,nao,sim
27,A*,37,-,500001,2802.87,nao,sim
28,A*,36,-,500001,2183.54,nao,sim
29,A*,40,-,500001,2370.70,nao,sim
30,A*,35,47,273078,774.59,sim,nao
31,A*,40,50,229358,508.23,sim,nao
32,A*,45,-,500001,1614.26,nao,sim
33,A*,42,-,500001,3216.36,nao,sim
34,A*,42,-,500001,1639.99,nao,sim
35,A*,39,-,500001,3538.38,nao,sim
36,A*,38,-,500001,2020.45,nao,sim
37,A*,42,-,500001,3073.73,nao,sim
38,A*,43,-,500001,1971.98,nao,sim
39,A*,35,-,500001,2351.18,nao,sim
40,A*,38,-,500001,4172.19,nao,sim
41,A*,42,-,500001,1464.00,nao,sim
42,A*,32,42,59746,119.40,sim,nao
43,A*,56,-,500001,1528.99,nao,sim
44,A*,38,-,500001,2094.52,nao,sim
45,A*,39,51,383212,1554.90,sim,nao
46,A*,41,-,500001,3836.09,nao,sim
47,A*,35,47,138489,380.71,sim,nao
48,A*,39,49,92858,193.19,sim,nao
49,A*,37,-,500001,7338.67,nao,sim
50,A*,41,-,500001,1625.34,nao,sim
51,A*,44,-,500001,2662.83,nao,sim
52,A*,42,-,500001,1358.34,nao,sim
53,A*,50,-,500001,2144.72,nao,sim
54,A*,42,-,500001,1422.75,nao,sim
55,A*,31,41,37692,75.87,sim,nao
56,A*,33,-,500001,1932.30,nao,sim
57,A*,36,-,500001,2002.70,nao,sim
58,A*,41,-,500001,2503.47,nao,sim
59,A*,39,-,500001,2316.89,nao,sim
60,A*,48,-,500001,3230.09,nao,sim
61,A*,35,45,269443,598.39,sim,nao
62,A*,45,-,500001,2412.52,nao,sim
63,A*,44,-,500001,2593.77,nao,sim
64,A*,35,-,500001,3743.36,nao,sim
65,A*,35,-,500001,2932.61,nao,sim
66,A*,43,-,500001,2137.06,nao,sim
67,A*,32,-,500001,6805.06,nao,sim
68,A*,35,-,500001,2252.19,nao,sim
69,A*,39,-,500001,1814.84,nao,sim
70,A*,32,-,500001,2411.95,nao,sim
71,A*,34,44,154164,302.14,sim,nao
72,A*,40,-,500001,1787.18,nao,sim
73,A*,39,49,321338,613.53,sim,nao
74,A*,46,56,330646,850.66,sim,nao
75,A*,34,-,500001,1973.45,nao,sim
76,A*,43,-,500001,1865.75,nao,sim
77,A*,38,-,500001,3533.68,nao,sim
78,A*,41,-,500001,2840.57,nao,sim
79,A*,30,42,45331,108.09,sim,nao
80,A*,43,-,500001,2076.63,nao,sim
81,A*,41,-,500001,1350.76,nao,sim
82,A*,44,-,500001,2579.23,nao,sim
83,A*,37,49,434378,1847.65,sim,nao
84,A*,43,-,500001,1771.33,nao,sim
85,A*,32,44,214308,480.14,sim,nao
86,A*,37,45,128066,253.98,sim,nao
87,A*,36,-,500001,1970.27,nao,sim
88,A*,45,-,500001,2329.12,nao,sim
89,A*,40,-,500001,3105.11,nao,sim
90,A*,40,50,465174,2709.56,sim,nao
91,A*,41,-,500001,2560.61,nao,sim
92,A*,39,-,500001,1511.90,nao,sim
93,A*,34,46,306459,775.75,sim,nao
94,A*,45,53,96874,173.34,sim,nao
95,A*,36,-,500001,2567.15,nao,sim
96,A*,37,-,500001,2317.60,nao,sim
97,A*,34,44,146617,337.38,sim,nao
98,A*,34,-,500001,2283.33,nao,sim
99,A*,39,-,500001,2346.24,nao,sim
100,A*,40,-,500001,1548.92,nao,sim
