id,algoritmo,h_inicial,profundidade,nos_expandidos,tempo_ms,resolvido,limite
1,A*,16,20,205,2.00,sim,nao
2,A*,15,21,507,2.49,sim,nao
3,A*,15,25,1999,4.20,sim,nao
4,A*,17,21,206,3.21,sim,nao
5,A*,14,22,331,2.50,sim,nao
6,A*,14,14,22,2.16,sim,nao
7,A*,12,22,870,3.09,sim,nao
8,A*,15,17,76,1.52,sim,nao
9,A*,15,23,697,2.14,sim,nao
10,A*,13,21,359,2.20,sim,nao
11,A*,15,25,1821,4.12,sim,nao
12,A*,11,19,463,1.99,sim,nao
13,A*,15,19,140,2.33,sim,nao
14,A*,14,26,2672,47.51,sim,nao
15,A*,13,19,268,4.99,sim,nao
16,A*,20,28,4949,10.97,sim,nao
17,A*,12,18,146,2.77,sim,nao
18,A*,17,23,589,2.39,sim,nao
19,A*,18,26,2293,5.26,sim,nao
20,A*,14,24,1236,2.99,sim,nao
21,A*,18,22,216,1.99,sim,nao
22,A*,14,22,315,1.40,sim,nao
23,A*,9,19,355,3.26,sim,nao
24,A*,10,18,263,1.51,sim,nao
25,A*,9,17,210,1.02,sim,nao
26,A*,15,25,1278,2.00,sim,nao
27,A*,15,21,309,2.02,sim,nao
28,A*,17,23,1109,3.40,sim,nao
29,A*,13,19,291,1.01,sim,nao
30,A*,16,24,879,2.00,sim,nao
31,A*,14,22,496,2.31,sim,nao
32,A*,14,20,268,2.91,sim,nao
33,A*,12,24,1342,2.35,sim,nao
34,A*,15,23,789,2.27,sim,nao
35,A*,10,20,530,2.00,sim,nao
36,A*,13,21,703,4.71,sim,nao
37,A*,14,20,448,2.00,sim,nao
38,A*,14,18,128,2.00,sim,nao
39,A*,18,24,783,3.99,sim,nao
40,A*,15,19,198,2.00,sim,nao
41,A*,14,18,153,1.00,sim,nao
42,A*,11,19,333,1.99,sim,nao
43,A*,13,19,224,2.99,sim,nao
44,A*,14,20,270,2.00,sim,nao
45,A*,10,10,11,2.00,sim,nao
46,A*,18,26,2597,5.47,sim,nao
47,A*,14,24,1125,2.35,sim,nao
48,A*,15,17,91,2.02,sim,nao
49,A*,9,19,403,2.23,sim,nao
50,A*,14,20,420,2.45,sim,nao
51,A*,12,18,190,2.37,sim,nao
52,A*,11,17,153,2.40,sim,nao
53,A*,11,11,14,2.54,sim,nao
54,A*,14,18,79,2.25,sim,nao
55,A*,12,20,512,2.00,sim,nao
56,A*,16,26,2110,3.33,sim,nao
57,A*,18,24,659,2.01,sim,nao
58,A*,16,20,133,2.35,sim,nao
59,A*,17,27,3008,6.19,sim,nao
60,A*,16,18,84,1.51,sim,nao
61,A*,17,21,175,2.10,sim,nao
62,A*,13,23,1001,2.00,sim,nao
63,A*,13,19,312,1.51,sim,nao
64,A*,18,28,4742,6.43,sim,nao
65,A*,14,20,338,2.99,sim,nao
66,A*,16,28,5612,6.61,sim,nao
67,A*,15,19,113,1.40,sim,nao
68,A*,15,23,726,2.08,sim,nao
69,A*,17,21,206,2.10,sim,nao
70,A*,14,18,92,2.15,sim,nao
71,A*,14,20,203,2.00,sim,nao
72,A*,16,28,4860,7.38,sim,nao
73,A*,13,21,492,2.04,sim,nao
74,A*,20,22,112,1.51,sim,nao
75,A*,17,21,99,2.42,sim,nao
76,A*,18,22,274,3.17,sim,nao
77,A*,18,24,417,2.00,sim,nao
78,A*,18,24,800,2.38,sim,nao
79,A*,18,26,1906,3.39,sim,nao
80,A*,17,23,563,2.32,sim,nao
81,A*,15,23,659,2.72,sim,nao
82,A*,17,25,1898,3.46,sim,nao
83,A*,15,21,211,2.00,sim,nao
84,A*,15,23,767,2.00,sim,nao
85,A*,17,25,1407,2.00,sim,nao
86,A*,17,23,749,2.36,sim,nao
87,A*,13,25,2128,3.20,sim,nao
88,A*,17,25,1397,3.78,sim,nao
89,A*,16,26,2598,3.25,sim,nao
90,A*,14,24,2060,4.03,sim,nao
91,A*,17,25,1062,3.83,sim,nao
92,A*,14,22,294,1.99,sim,nao
93,A*,18,22,254,1.10,sim,nao
94,A*,14,20,258,3.39,sim,nao
95,A*,14,22,642,2.68,sim,nao
96,A*,15,23,654,3.00,sim,nao
97,A*,10,16,180,2.28,sim,nao
98,A*,9,11,30,2.02,sim,nao
99,A*,12,18,200,2.11,sim,nao
100,A*,19,25,1339,3.38,sim,nao
